id,web_url,pub_date,document_type,headline,snippet,word_count,president,headline_length,snippet_length,set,coder_A,coder_B,sentiment_A,sentiment_B,agreement,sentiment_agreement
2814,https://www.nytimes.com/2017/02/13/world/asia/trump-japan-shinzo-abe.html,2017-02-13,article,Relief in Japan After Shinzo Abe’s Visit With Trump,"President Trump, who frequently criticized Japan during the election campaign, offered assurances that Washington was committed to the country’s security.",1187,Donald Trump,51,154.0,6,J. S.,G. L.,negative,neutral,0,
1265,https://www.nytimes.com/2021/07/01/us/biden-surfside-miami-victims.html,2021-07-01,article,Biden meets with families of victims in Surfside: ‘We’re here for you as one nation.’,President Biden on Thursday offered impassioned remarks in a hotel ballroom filled with the families of some of those who died or remain missing.,770,Joe Biden,85,145.0,6,J. S.,G. L.,positive,positive,1,positive
5267,https://www.nytimes.com/2017/07/21/world/europe/al-qaeda-suspect-court-trump-sessions-guantanamo.html,2017-07-21,article,"Terror Suspect Brought to U.S. for Trial, Breaking From Trump Rhetoric",Attorney General Jeff Sessions has adamantly favored holding suspects in Guantánamo Bay. That rhetoric is meeting the reality of fighting terrorism in 2017.,950,Donald Trump,70,156.0,6,J. S.,G. L.,negative,negative,1,negative
1743,https://www.nytimes.com/2021/09/29/climate/biden-birds-protection.html,2021-09-29,article,"Biden Administration Restores Bird Protections, Repealing Trump Rule","The Trump-era rule protected oil, construction and other industries from liability if they killed or injured birds while doing business.",738,Joe Biden,68,136.0,6,J. S.,G. L.,positive,positive,1,positive
3718,https://www.nytimes.com/2017/04/04/us/california-democrats-response-trump.html,2017-04-04,article,Fist or Glove: California Democrats Debate Response to Trump,"Many Democrats in the state say they want to go to the barricades, but others are urging a more measured diplomacy.",1228,Donald Trump,60,115.0,6,J. S.,G. L.,negative,negative,1,negative
4963,https://www.nytimes.com/2017/06/29/opinion/the-trump-lies-project-next-steps.html,2017-06-29,article,The Trump Lies Project: Next Steps,"Some of the president’s defenders have argued that his penchant for lying is no different than other presidents. We are skeptical of that notion, but we’re open to evidence.",303,Donald Trump,34,173.0,6,J. S.,G. L.,negative,negative,1,negative
1325,https://www.nytimes.com/2021/07/12/us/politics/biden-crime-police-reform.html,2021-07-13,article,Biden Seeks to Confront Crime While Supporting Police Reform,A meeting with mayors and police chiefs was meant to show that the president is aggressively confronting gun violence. But he also risks alienating liberals pushing for criminal justice reform.,1150,Joe Biden,60,193.0,6,J. S.,G. L.,neutral,positive,0,
1203,https://www.nytimes.com/2021/06/22/opinion/biden-foreign-policy.html,2021-06-22,article,The Vacuous Phrase at the Core of Biden’s Foreign Policy,All the talk about the “rules-based order” is just a way of sidestepping the real issues. ,906,Joe Biden,56,90.0,6,J. S.,G. L.,negative,neutral,0,
2651,https://www.nytimes.com/2017/02/06/opinion/trump-the-courts-and-the-travel-ban.html,2017-02-06,article,"Trump, the Courts and the Travel Ban",Readers disagree with various actions taken by the new president.,549,Donald Trump,36,65.0,6,J. S.,G. L.,negative,negative,1,negative
4822,https://www.nytimes.com/2017/06/13/world/middleeast/trump-weapons-saudi-arabia.html,2017-06-13,article,Senate Narrowly Backs Trump Weapons Sale to Saudi Arabia,The unexpectedly close vote to pave the way for a $500 million sale was a reflection of growing concerns over the Saudi-led campaign in Yemen.,586,Donald Trump,56,142.0,6,J. S.,G. L.,negative,negative,1,negative
5924,https://www.nytimes.com/2017/09/10/us/politics/trump-opioid-emergency.html,2017-09-10,article,A Month Has Passed Since Trump Declared an Opioid Emergency. What Next?,"While the president’s opioid commission has urged him to move swiftly, President Trump and his cabinet are confronting warnings from deficit hawks about the potential costs.",1172,Donald Trump,71,173.0,6,J. S.,G. L.,negative,negative,1,negative
2004,https://www.nytimes.com/2021/11/21/business/the-week-in-business-biden-safety-net.html,2021-11-21,article,The Week in Business: Biden’s Safety Net Package Clears One Hurdle,The president signed the $1.2 trillion infrastructure bill. Retail sales are up and signs point to a strong holiday season. And the next Fed chair could be named any day.,797,Joe Biden,66,170.0,6,J. S.,G. L.,positive,positive,1,positive
5434,https://www.nytimes.com/2017/08/03/us/politics/jeff-sessions-attorney-general-trump.html,2017-08-04,article,"Justice Dept., Under Siege From Trump, Plows Ahead With His Agenda","Even as the department has been the subject of President Trump’s rage, Jeff Sessions and Rod J. Rosenstein are quietly and powerfully at work.",1438,Donald Trump,66,142.0,6,J. S.,G. L.,negative,neutral,0,
107,https://www.nytimes.com/2021/01/27/climate/climate-change-biden-kerry.html,2021-01-27,article,How Biden’s Climate Ambitions Could Shift America’s Global Footprint,"Serious efforts to address global warming might mean big changes for America’s trade, foreign relations and even defense strategy.",1124,Joe Biden,68,130.0,6,J. S.,G. L.,positive,positive,1,positive
6870,https://www.nytimes.com/2017/12/06/briefing/israel-vladimir-putin-wildfires.html,2017-12-06,article,"Jerusalem, Donald Trump, Russia: Your Thursday Briefing",Here’s what you need to know to start your day.,1139,Donald Trump,55,47.0,6,J. S.,G. L.,neutral,neutral,1,neutral
843,https://www.nytimes.com/2021/04/28/us/politics/joe-biden-government-plans.html,2021-04-29,article,Biden Seeks Shift in How the Nation Serves Its People,The president’s costly proposals amount to a risky gamble that a country polarized along ideological and cultural lines is ready for a more activist government.,1848,Joe Biden,53,160.0,6,J. S.,G. L.,negative,neutral,0,
816,https://www.nytimes.com/2021/04/27/us/politics/biden-speech-congress.html,2021-04-27,article,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress",The president will mark the nearly 100 days he has spent in the Oval Office by describing his efforts to vaccinate Americans and revive the economy.,939,Joe Biden,76,148.0,6,J. S.,G. L.,positive,positive,1,positive
5419,https://www.nytimes.com/2017/08/03/world/australia/trump-immigration-merit-based-points.html,2017-08-03,article,Trump Looks to Australia in Overhauling Immigration System,"The Breakdown: conversation starters and context, drawn from the day’s news in Australia.",841,Donald Trump,58,89.0,6,J. S.,G. L.,neutral,negative,0,
6806,https://www.nytimes.com/2017/12/01/your-money/trump-stock-market-investors.html,2017-12-01,article,Trump Took Office. Stocks Rose. Investors Are Still Worried.,Advisers say many investors struggle to separate President Trump’s harsh political language from the strong fundamentals of American companies.,1327,Donald Trump,60,143.0,6,J. S.,G. L.,negative,negative,1,negative
3216,https://www.nytimes.com/2017/03/01/us/trump-speech-congress-conciliatory.html,2017-03-02,article,"In Speech, Trump Tests a New Tactic: Toning It Down",The president’s address to Congress was a recognition that a softer sales tactic was needed to sell the hard-edge populist agenda he campaigned on.,1153,Donald Trump,51,147.0,6,J. S.,G. L.,negative,neutral,0,
1468,https://www.nytimes.com/2021/08/06/us/politics/biden-student-loan-repayment-extension.html,2021-08-06,article,Biden administration extends a student loan payment pause.,The Education Department said that it would be the “final extension” of the moratorium.,867,Joe Biden,58,87.0,6,J. S.,G. L.,neutral,neutral,1,neutral
1806,https://www.nytimes.com/2021/10/14/opinion/joe-biden-democratic-party.html,2021-10-14,article,Where Biden Is Most Vulnerable,He said he knew how to get things moving. But we’re stalled.,2066,Joe Biden,30,60.0,6,J. S.,G. L.,negative,negative,1,negative
2482,https://www.nytimes.com/2017/01/31/us/politics/trump-falsehoods-foreign-leaders-diplomacy.html,2017-01-31,article,Trump’s Falsehoods Make Foreign Leaders Ask: Can We Trust Him?,"Alarmed, foreign officials are struggling to gauge whether they can depend on the United States to honor commitments like defense treaties and trade pacts.",1416,Donald Trump,62,155.0,6,J. S.,G. L.,negative,negative,1,negative
2266,https://www.nytimes.com/2017/01/25/nyregion/new-york-today-a-trump-less-trump-tower.html,2017-01-25,article,New York Today: A Trump-less Tower,"Wednesday: A trip to Trump Tower without Trump, how to reach your legislators, and the vote on a $3 subway fare.",1111,Donald Trump,34,112.0,6,J. S.,G. L.,negative,neutral,0,
1001,https://www.nytimes.com/2021/05/20/opinion/joe-biden-david-brooks-interview.html,2021-05-20,article,Has Biden Changed? He Tells Us.,"In an interview, the president describes how he developed his view of the world.",1649,Joe Biden,31,80.0,6,J. S.,G. L.,positive,neutral,0,
614,https://www.nytimes.com/2021/04/01/opinion/letters/biden-infrastructure-jobs-plan.html,2021-04-01,article,American Jobs Plan: ‘My Generation’s New Deal’,Readers offer praise and criticism of the ambitious $1.9 trillion proposal to rebuild the country’s infrastructure.,494,Joe Biden,46,115.0,6,J. S.,G. L.,positive,positive,1,positive
1603,https://www.nytimes.com/2021/09/07/us/politics/jill-biden-teaching.html,2021-09-07,article,Jill Biden Returns to In-Person Teaching,Sending the first lady back into the classroom puts weight behind President Biden’s promise that his administration can get students safely back into in-person learning this fall.,739,Joe Biden,40,179.0,6,J. S.,G. L.,positive,positive,1,positive
1260,https://www.nytimes.com/2021/07/01/opinion/sway-kara-swisher-ron-klain.html,2021-07-01,article,Biden’s Chief of Staff Is Worried About ‘Everything.’ Except the Midterms.,"Ron Klain discusses the infrastructure bill, the White House pandemic response and why he’ll “let Republicans deal with Donald Trump.”",296,Joe Biden,74,134.0,6,J. S.,G. L.,negative,neutral,0,
1956,https://www.nytimes.com/2021/11/12/us/politics/robert-califf-fda.html,2021-11-12,article,"Biden Chooses Robert Califf to Lead F.D.A., Despite Drug Industry Ties","Dr. Robert M. Califf, an academic and clinical trial researcher who ran the agency in 2016, has also consulted for pharmaceutical companies.",1638,Joe Biden,70,140.0,6,J. S.,G. L.,negative,positive,0,
4185,https://www.nytimes.com/2017/05/04/business/saipan-casino-illegal-chinese-workers-trump.html,2017-05-04,article,U.S. Investigates Work at Pacific Island Casino Project With Trump Ties,"Officials say contractors illegally hired Chinese workers in Saipan, part of an American commonwealth, to build a casino overseen by a former Trump protégé.",1347,Donald Trump,71,156.0,6,J. S.,G. L.,negative,negative,1,negative
3687,https://www.nytimes.com/2017/04/01/us/politics/obama-holdovers-who-survived-trump-sweep.html,2017-04-01,article,Meet the Obama Holdovers Who Survived Trump’s Sweep,Three diplomats from the Obama era are part of a rare cohort: officials whose skills have helped them remain in an administration bent on erasing all signs of its predecessor.,1430,Donald Trump,51,175.0,7,L. A.,H. T.,positive,positive,1,positive
5893,https://www.nytimes.com/2017/09/07/us/politics/paul-ryan-daca-taxes.html,2017-09-07,article,Ryan Says Trump Cut Deal With Democrats to Avoid Partisan Fight Over Hurricane Aid,"Speaker Paul D. Ryan said he understood President Trump’s motivation for making a spending a deal with Democrats, but remained skeptical of the plan.",976,Donald Trump,82,149.0,7,L. A.,H. T.,negative,positive,0,
2913,https://www.nytimes.com/2017/02/16/us/politics/trump-news-conference.html,2017-02-16,article,"‘I Inherited a Mess,’ Trump Says, Defending His Performance","In a raw news conference on Thursday, President Trump dismissed reports about contacts between his advisers and Russia and said his administration was not chaotic.",1458,Donald Trump,59,163.0,7,L. A.,H. T.,negative,negative,1,negative
4715,https://www.nytimes.com/2017/06/06/us/politics/trump-twitter-first-amendment.html,2017-06-06,article,"Twitter Users Blocked by Trump Seek Reprieve, Citing First Amendment",Lawyers for Twitter users who mocked or criticized the president argue that blocking them is unconstitutional because he discusses policy in his posts.,565,Donald Trump,68,151.0,7,L. A.,H. T.,negative,positive,0,
1895,https://www.nytimes.com/2021/10/31/world/biden-g20-covid-climate.html,2021-10-31,article,"Struggling at Home, Biden Is Buoyed by G20 Trip Abroad","A trip to Rome invigorated a president whose poll numbers are slumping at home, but who projected confidence in his foreign and domestic agenda.",1332,Joe Biden,54,144.0,7,L. A.,H. T.,neutral,neutral,1,neutral
4131,https://www.nytimes.com/2017/05/01/theater/michael-moore-broadway-the-terms-of-my-surrender-donald-trump.html,2017-05-01,article,"Michael Moore to Take Aim at Trump, on Broadway","A (mostly) one-man show, “The Terms of My Surrender,” will run eight times a week for 12 weeks, starting in July, at the Belasco Theater.",685,Donald Trump,47,137.0,7,L. A.,H. T.,neutral,positive,0,
6278,https://www.nytimes.com/2017/10/12/opinion/trump-puerto-rico.html,2017-10-12,article,Trump’s Latest Outrage Against Puerto Rico,"Surely, the president knows Puerto Ricans are American citizens. After all, he understands that it’s an island, surrounded by “big water.”",703,Donald Trump,42,138.0,7,L. A.,H. T.,negative,negative,1,negative
945,https://www.nytimes.com/video/us/politics/100000007758830/biden-infrastructure-congressional-leaders.html,2021-05-12,multimedia,Biden Holds First Infrastructure Meeting With Congressional Leaders,President Biden emphasized the need for compromise on Wednesday while gathered with Republican and Democratic leaders before a meeting to discuss his proposals to spend $4 trillion on infrastructure and families.,0,Joe Biden,67,212.0,7,L. A.,H. T.,positive,positive,1,positive
6010,https://www.nytimes.com/2017/09/20/world/asia/trump-iran-north-korea-.html,2017-09-20,article,The Contradiction Buried in Trump’s Iran and North Korea Policies,"The president calls the Iran nuclear deal an “embarrassment,” but ending it would destroy his credibility in any talks over North Korea’s arsenal.",1351,Donald Trump,65,146.0,7,L. A.,H. T.,negative,negative,1,negative
369,https://www.nytimes.com/2021/03/02/us/politics/merck-johnson-johnson-vaccine.html,2021-03-03,article,Biden Vows Enough Vaccine ‘for Every Adult in America’ by End of May,"The pharmaceutical giant Merck & Co. agreed to help manufacture Johnson & Johnson’s coronavirus vaccine, in a deal partly brokered by the White House.",1689,Joe Biden,68,150.0,7,L. A.,H. T.,positive,positive,1,positive
4759,https://www.nytimes.com/2017/06/09/us/politics/fact-check-donald-trump-infrastructure.html,2017-06-09,article,Fact Check: Donald Trump’s Claims About Infrastructure,President Trump pushed for infrastructure reform with misleading attacks on past projects and regulations.,784,Donald Trump,54,106.0,7,L. A.,H. T.,neutral,neutral,1,neutral
3023,https://www.nytimes.com/2017/02/21/business/donald-trump-trademarks-china.html,2017-02-22,article,"From Trump the Nationalist, a Trail of Global Trademarks",A review of foreign trademarks registered to President Trump’s companies gives clues to a globe-spanning strategy and potential conflicts of interest.,1518,Donald Trump,56,150.0,7,L. A.,H. T.,negative,negative,1,negative
4510,https://www.nytimes.com/2017/05/23/us/politics/budget-cuts-deficit.html,2017-05-24,article,"Trump’s Problematic Math: Budget Plan Adds Growth, but Doesn’t Subtract Cost","The White House is projecting faster growth as a consequence of tax cuts. But it does not project the cost of those tax cuts, that is, the loss in tax revenue.",784,Donald Trump,76,159.0,7,L. A.,H. T.,negative,negative,1,negative
4953,https://www.nytimes.com/2017/06/28/us/politics/trump-france-macron-bastille-day.html,2017-06-28,article,Trump to Visit France on Bastille Day,"The French president, Emmanuel Macron, invited President Trump, even though the two leaders have had a testy relationship.",216,Donald Trump,37,122.0,7,L. A.,H. T.,positive,positive,1,positive
1504,https://www.nytimes.com/2021/08/18/opinion/biden-nixon-gold-standard.html,2021-08-18,article,"Biden, Nixon and the Economic Burdens of a Superpower",There are revealing similarities between the America of 1971 and today.,1129,Joe Biden,53,71.0,7,L. A.,H. T.,neutral,neutral,1,neutral
2649,https://www.nytimes.com/2017/02/06/science/donald-trump-scientists-politics.html,2017-02-06,article,"In Age of Trump, Scientists Show Signs of a Political Pulse","Alarmed by the administration’s apparent disdain for science, members of a profession that is often loath to take sides are starting to take a stand.",1481,Donald Trump,59,149.0,7,L. A.,H. T.,negative,negative,1,negative
536,https://www.nytimes.com/2021/03/24/opinion/biden-child-poverty.html,2021-03-24,article,Biden Plots a Revolution for America’s Children,National pre-K and affordable day care don’t have to be a dream.,846,Joe Biden,47,64.0,7,L. A.,H. T.,positive,positive,1,positive
959,https://www.nytimes.com/2021/05/13/opinion/inflation-fears.html,2021-05-13,article,What Do Used Car Prices Say About Biden’s Agenda?,What did we learn from April's inflation report? Not much.,881,Joe Biden,49,58.0,7,L. A.,H. T.,neutral,negative,0,
5398,https://www.nytimes.com/2017/08/01/us/politics/fact-check-trump-claims-low-unemployment-booming-economy.html,2017-08-01,article,Trump’s Claims on Unemployment and Business Spirit,"President Trump highlighted stock market highs, low unemployment and never-before-seen growth and optimism. Here’s an assessment.",707,Donald Trump,50,129.0,7,L. A.,H. T.,positive,neutral,0,
5338,https://www.nytimes.com/2017/07/27/opinion/a-saturday-night-massacre-veteran-offers-trump-some-advice.html,2017-07-27,article,A ‘Saturday Night Massacre’ Veteran Offers Trump Some Advice,"Richard Nixon’s former deputy attorney general warns against firing Robert Mueller, the special counsel investigating Russia’s election meddling.",811,Donald Trump,60,145.0,7,L. A.,H. T.,negative,negative,1,negative
5078,https://www.nytimes.com/2017/07/09/us/politics/time-to-move-forward-trump-says-after-putin-denies-election-hacking.html,2017-07-09,article,"‘Time to Move Forward’ on Russia, Trump Says, as Criticism Intensifies","Mr. Trump tried to put the matter of election meddling behind him after meeting with Russia’s president, but found himself under searing criticism from both parties.",1370,Donald Trump,70,165.0,7,L. A.,H. T.,negative,negative,1,negative
1758,https://www.nytimes.com/2021/09/30/us/politics/manchin-biden-agenda.html,2021-10-01,article,"Manchin, a key Democratic holdout, deepens the party’s impasse on Biden’s agenda.",Senator Joe Manchin III said Thursday night that $1.5 trillion in social spending — less than half what liberals have sought — “does exactly the necessary things we need to do.”,397,Joe Biden,81,177.0,7,L. A.,H. T.,negative,negative,1,negative
6844,https://www.nytimes.com/2017/12/04/opinion/trump-impeach-constitution.html,2017-12-05,article,Don’t Prosecute Trump. Impeach Him.,"There is no case for obstruction of justice, but there is a constitutional tool for ousting a corrupt president.",872,Donald Trump,35,112.0,7,L. A.,H. T.,negative,neutral,0,
6289,https://www.nytimes.com/2017/10/13/opinion/trumps-sellout-of-american-heritage.html,2017-10-13,article,Trump’s Sellout of American Heritage,It’s easy to forget that the president is doing real damage to things that all of us share.,828,Donald Trump,36,91.0,7,L. A.,H. T.,negative,negative,1,negative
871,https://www.nytimes.com/video/us/politics/100000007738076/biden-georgia-100-days.html,2021-04-30,multimedia,Biden Returns to Georgia on his 100th Day in Office,"President Biden spoke at a rally in Duluth on Thursday, thanking voters for electing the Democrats Jon Ossoff and Raphael Warnock to the Senate and pitching his plans for longer-term investments in the economy.",0,Joe Biden,51,210.0,7,L. A.,H. T.,neutral,neutral,1,neutral
6986,https://www.nytimes.com/2017/12/19/opinion/trump-national-security-strategy-tillerson-haley.html,2017-12-19,article,Trump’s National Security Strategy Is a Farce,"“It’s impossible to know what the United States position is,” says a European ambassador. The administration has no policy. It has outbursts.",855,Donald Trump,45,141.0,7,L. A.,H. T.,negative,negative,1,negative
5264,https://www.nytimes.com/2017/07/21/us/politics/sean-spicer-resigns-as-white-house-press-secretary.html,2017-07-21,article,Sean Spicer Resigns as White House Press Secretary,Mr. Spicer quit after telling President Trump he vehemently disagreed with the appointment of the financier Anthony Scaramucci as communications director.,1379,Donald Trump,50,154.0,7,L. A.,H. T.,negative,negative,1,negative
249,https://www.nytimes.com/2021/02/11/business/democrats-budget-deficit.html,2021-02-11,article,Democrats Push to Borrow More Money as Deficit Is Set to Shrink Slightly in 2021,Top Democrats and some of President Biden’s advisers are considering borrowing money to fund a sweeping infrastructure package as the nation’s fiscal situation improves more rapidly than expected.,1445,Joe Biden,80,196.0,7,L. A.,H. T.,positive,negative,0,
983,https://www.nytimes.com/video/us/politics/100000007768947/janet-yellen-business-leaders-bidens-corporate-tax-increase.html,2021-05-18,multimedia,Janet Yellen Urges Business Leaders to Adopt Biden’s Tax Plan,Treasury Secretary Janet L. Yellen urged business leaders to support the Biden administration’s proposals for making investments that would raise taxes on corporations to benefit the U.S. economy.,0,Joe Biden,61,196.0,7,L. A.,H. T.,positive,positive,1,positive
6290,https://www.nytimes.com/2017/10/13/us/politics/trump-iran-nuclear-deal.html,2017-10-13,article,"Trump Disavows Nuclear Deal, but Doesn’t Scrap It","President Trump said he would seek Congress to define “trigger points,” that could prompt the United States to reimpose sanctions on Iran if violated.",1475,Donald Trump,49,150.0,7,L. A.,H. T.,neutral,negative,0,
5471,https://www.nytimes.com/2017/08/07/todayspaper/quotation-of-the-day-trumps-man-in-the-cia-adds-a-political-tone.html,2017-08-08,article,Quotation of the Day: Trump’s Man in the C.I.A. Adds a Political Tone,"Quotation of the Day for Tuesday, August 8, 2017",80,Donald Trump,69,48.0,7,L. A.,H. T.,negative,negative,1,negative
5318,https://www.nytimes.com/2017/07/26/opinion/donald-trumps-dominatrix.html,2017-07-26,article,Donald Trump’s Dominatrix,"Technically, he defeated her. Emotionally, not so much.",803,Donald Trump,25,55.0,7,L. A.,H. T.,negative,negative,1,negative
2617,https://www.nytimes.com/2017/02/04/business/the-trump-brand.html,2017-02-04,article,Early Signs Suggest Trump’s Actions Are Taking a Toll on Trump Brand,"Some major companies appeared to be creating distance between themselves and the Trump brand, possibly reacting to the president’s tumultuous first few weeks in office.",977,Donald Trump,68,168.0,7,L. A.,H. T.,negative,negative,1,negative
310,https://www.nytimes.com/2021/02/23/climate/john-kerry-united-nations.html,2021-02-23,article,"Biden’s Climate Envoy, at U.N., Likens Global Inaction to a ‘Suicide Pact’","John Kerry’s remarks stood in sharp contrast to the American stance under the previous administration, which tried to block even general mentions of global warming at the world body.",563,Joe Biden,74,182.0,7,L. A.,H. T.,negative,positive,0,
6783,https://www.nytimes.com/2017/11/30/learning/what-do-you-think-of-president-trumps-use-of-twitter.html,2017-11-30,article,What Do You Think of President Trump’s Use of Twitter?,How do you think a president should use social media?,1098,Donald Trump,54,53.0,7,L. A.,H. T.,neutral,neutral,1,neutral
3122,https://www.nytimes.com/interactive/2017/02/27/upshot/whats-normal-whats-important-a-ranking-of-20-events-in-the-trump-administration.html,2017-02-27,multimedia,Just How Abnormal Is the Trump Presidency? Rating 20 Events,"The first month of the administration has been head-spinning. Here is a guide to what matters, and what doesn’t.",0,Donald Trump,59,112.0,7,L. A.,H. T.,negative,negative,1,negative
3397,https://www.nytimes.com/2017/03/14/us/politics/trump-obama-wiretapping-sean-spicer.html,2017-03-15,article,Trump Spokesman Is ‘Very Confident’ Wiretapping Evidence Will Emerge,"Sean Spicer, the White House press secretary, said he was confident the Justice Department would bolster Mr. Trump’s unproven accusation about his predecessor.",548,Donald Trump,68,159.0,7,L. A.,H. T.,negative,positive,0,
5945,https://www.nytimes.com/2017/09/13/us/politics/trump-dinner-schumer-pelosi-daca-obamacare.html,2017-09-13,article,Pelosi and Schumer Say They Have Deal With Trump to Replace DACA,"In a joint statement, the Democratic leaders said that they would also work toward a package of border security measures that does not include the border wall.",1283,Donald Trump,64,159.0,7,L. A.,H. T.,positive,positive,1,positive
4684,https://www.nytimes.com/2017/06/04/briefing/london-trump-paris.html,2017-06-04,article,"London, Trump, Paris: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.,1029,Donald Trump,43,58.0,7,L. A.,H. T.,neutral,neutral,1,neutral
2670,https://www.nytimes.com/2017/02/07/world/europe/vatican-steve-bannon-pope-francis.html,2017-02-07,article,Steve Bannon Carries Battles to Another Influential Hub: The Vatican,"Mr. Bannon, a Catholic, has cultivated strategic alliances with those in Rome who share his view that the pope is a dangerously misguided pontiff.",1817,Donald Trump,68,146.0,7,L. A.,H. T.,negative,negative,1,negative
6884,https://www.nytimes.com/2017/12/07/opinion/jerusalem-trump.html,2017-12-07,article,"Trump Recognizes Jerusalem, and a Debate Breaks Out",Sampling the reaction to the president’s announcement.,507,Donald Trump,51,54.0,7,L. A.,H. T.,neutral,negative,0,
4147,https://www.nytimes.com/2017/05/02/opinion/donald-trump-government-ethics.html,2017-05-02,article,President Trump Is Asked to Show His Cards,The Office of Government Ethics is demanding that the White House release the names of officials allowed to bypass its own ethics rules.,563,Donald Trump,42,136.0,7,L. A.,H. T.,negative,neutral,0,
103,https://www.nytimes.com/2021/01/26/climate/biden-climate-change.html,2021-01-26,article,The Battle Lines Are Forming in Biden’s Climate Push,"The president is moving rapidly to address global warming, with unlikely allies backing him and huge hurdles, some from his own party, directly ahead.",1569,Joe Biden,52,150.0,7,L. A.,H. T.,negative,positive,0,
1344,https://www.nytimes.com/2021/07/15/todayspaper/quotation-of-the-day-biden-to-revive-safeguards-for-a-national-forest-in-alaska.html,2021-07-16,article,Quotation of the Day: Biden to Revive Safeguards for a National Forest in Alaska,"Quotation of the Day for Friday, July 16, 2021.",49,Joe Biden,80,47.0,7,L. A.,H. T.,positive,positive,1,positive
2710,https://www.nytimes.com/video/business/dealbook/100000004920228/intels-ceo-meets-with-trump.html,2017-02-08,multimedia,Intel Chief Meets With Trump,"“The people of Arizona will be very happy. It’s a lot of jobs,” President Trump said after Intel’s C.E.O. said the company will invest $7 billion to build a new factory.",0,Donald Trump,28,169.0,7,L. A.,H. T.,positive,positive,1,positive
1735,https://www.nytimes.com/2021/09/27/opinion/biden-centrist-democrats.html,2021-09-27,article,Biden Versus the Rip Van Winkle Caucus,Do centrists realize that 2021 isn’t 1999?,857,Joe Biden,38,42.0,7,L. A.,H. T.,negative,neutral,0,
6279,https://www.nytimes.com/interactive/2017/10/12/us/politics/trump-border-claim-factcheck.html,2017-10-12,multimedia,"Illegal Border Crossings Are Down, But Trump Still Exaggerates the Numbers",The president continues to cite the change from a peak in November to a trough in April.,0,Donald Trump,74,88.0,7,L. A.,H. T.,negative,negative,1,negative
6931,https://www.nytimes.com/2017/12/12/world/europe/macron-climate-summit.html,2017-12-12,article,"Macron Holds a Climate Summit, and Trump Casts a Shadow","Leaders, businesspeople and investors from around the world gathered near Paris at the invitation of the French president, who warned “we are losing the battle” against climate change.",1004,Donald Trump,55,184.0,7,L. A.,H. T.,negative,negative,1,negative
2531,https://www.nytimes.com/2017/02/01/us/politics/trump-prostate-drug-hair-harold-bornstein.html,2017-02-02,article,Donald Trump’s Longtime Doctor Says President Takes Hair-Growth Drug,Dr. Harold N. Bornstein granted the interview after The New York Times asked him to discuss his past and possible future role in Mr. Trump’s care.,1217,Donald Trump,68,146.0,7,L. A.,H. T.,neutral,negative,0,
6605,https://www.nytimes.com/2017/11/09/briefing/donald-trump-democratic-party-att.html,2017-11-09,article,"Donald Trump, Democratic Party, AT&T: Your Thursday Briefing",Here’s what you need to know to start your day.,1154,Donald Trump,60,47.0,7,L. A.,H. T.,neutral,neutral,1,neutral
5659,https://www.nytimes.com/2017/08/18/opinion/trump-mexico-nafta-human-rights.html,2017-08-18,article,How Trump Can Improve Nafta,A strong human rights chapter in the new agreement could have a powerful impact at home and abroad.,952,Donald Trump,27,99.0,8,M. N.,L. C.,positive,positive,1,positive
6204,https://www.nytimes.com/video/us/politics/100000005482570/trump-calm-before-the-storm.html,2017-10-06,multimedia,Trump: This is ‘the Calm Before the Storm’,"During a photo opportunity with senior military staff, President Trump remarked that it represented ""the calm before the storm,"" but declined to elaborate on what he meant by that.",0,Donald Trump,42,180.0,8,M. N.,L. C.,negative,negative,1,negative
4944,https://www.nytimes.com/2017/06/27/us/health-care-bill-trump-pence.html,2017-06-27,article,"On Senate Health Bill, Trump Falters in the Closer’s Role","The president has largely remained on the sidelines, and some of the White House’s efforts to intervene have clearly been counterproductive.",1219,Donald Trump,57,140.0,8,M. N.,L. C.,negative,negative,1,negative
5998,https://www.nytimes.com/video/us/100000005441667/trump-north-korea-iran-venezuela-unga.html,2017-09-19,multimedia,"Trump’s U.N. Speech Targets North Korea, Iran and Venezuela","President Trump threatened to “totally destroy” North Korea, and said that Iran masked a corrupt dictatorship under “the false guise of a democracy.”",0,Donald Trump,59,149.0,8,M. N.,L. C.,negative,negative,1,negative
5271,https://www.nytimes.com/2017/07/21/us/politics/trump-communications-scaramucci-sanders.html,2017-07-21,article,Trump’s Communications Orbit,President Trump's communications machine has had a major shake-up. Here's a rundown of the people that promote his message.,846,Donald Trump,28,123.0,8,M. N.,L. C.,negative,neutral,0,
3607,https://www.nytimes.com/2017/03/28/arts/television/jimmy-fallon-donald-trump-health-care.html,2017-03-28,article,Jimmy Fallon Has Some Ideas for Trump’s Next Book,The “Tonight Show” host suggested the president could write about his health care debacle. One possible title: “How to Lose Friends and Influence No One.”,643,Donald Trump,49,154.0,8,M. N.,L. C.,negative,negative,1,negative
